拉索锈蚀、断丝,1,完好,-
拉索锈蚀、断丝,2,钢丝有极少量锈蚀,-
拉索锈蚀、断丝,3,钢丝少量锈蚀，钢丝无断裂,-
拉索锈蚀、断丝,4,钢丝较多锈蚀或损坏，钢丝断裂，截面出现削弱,-
拉索锈蚀、断丝,5,钢索裸露，钢丝大量严重锈蚀或损坏，钢丝断裂，主梁出现严重变形，造成安全隐建,-
滑移变位,1,完好,-
滑移变位,2,-,-
滑移变位,3,-,-
滑移变位,4,斜拉索出现异常位移变形，且无法复位,-
滑移变位,5,斜拉索异常位移变形过大，导致桥面线形、纵向位移伸缩量出现显著异常，结构振动或摇晃显著，影响结构安全,-
拉索涂层损坏,1,完好,-
拉索涂层损坏,2,涂层有轻微损坏、裂纹、起皮或剥落,累计面积≤构件面积的10%，单处面积≤0.5m^2
拉索涂层损坏,3,较大范围涂层有损坏、裂纹、起皮、剥落,累计面积＞构件面积的10%且≤构件面积的20%，单处面积≤1.0m^2
拉索涂层损坏,4,大范围涂层有损坏、裂纹、起皮或剥落,累计面积＞构件面积的20%，单处面积＞1.0m^2
护套内的材料老化变质,1,完好,-
护套内的材料老化变质,2,护套内的材料轻微老化，表面有脏污,-
护套内的材料老化变质,3,护套内的材料老化变形,-
护套内的材料老化变质,4,护套内的材料老化变形，并有破裂现象，局部还造成渗水,-
锚固区损坏,1,完好,-
锚固区损坏,2,个别锚头或锚拉板出现轻微破损,-
锚固区损坏,3,个别锚头出现破损、松动或出现不密封现象，但未造成拉索锈蚀，个别锚拉板出现疲劳损伤状况,-
锚固区损坏,4,较多锚头或锚拉板出现破损、松动或裂缝，锚头锈蚀，锚固区有明显的受力裂缝,-
锚固区损坏,5,较多锚头或锚拉板出现严重破损、松动、裂缝，锚头积水锈蚀严重，锚固区有明显的受力裂缝，且缝宽＞0.2mm,-
线形异常,1,完好,-
线形异常,2,-,-
线形异常,3,-,-
线形异常,4,拉索线形出现明显异常或有异常声音,-
线形异常,5,拉索线形出现显著异常，桥面线形出现显著异常，结构振动摇晃明显，主梁出现严重变形,-
护套漆膜损坏,1,各部分油漆均匀平光、完整，色泽鲜明,-
护套漆膜损坏,2,油漆变色、轻微损坏、裂纹、起皮或剥落,累计失效面积≤构件面积的10%
护套漆膜损坏,3,较大范围涂层有轻微损坏、裂纹、起皮或剥落,累计失效面积＞构件面积的10%且≤构件面积的20%
护套漆膜损坏,4,大范围涂层有轻微损坏、裂纹、起皮或剥落,累计失效面积＞构件面积的20%
护套裂缝,1,完好,-
护套裂缝,2,PE管或金属管轻微胀裂，未造成渗水等；或热挤PE护套轻微开裂，未造成其他影响，符合相关要求,-
护套裂缝,3,PE管或金属管胀裂，出现较多纵向裂缝，造成渗水，钢丝有锈迹或护套内有氧化物.钢束截面削弱.但在规范范围内；或热挤PE护套产生环状开裂或PE层断开，造成渗水，导致钢丝锈蚀，但在规范范围内,-
护套裂缝,4,PE管或金属管胀裂，出现很多纵向裂缝，渗水造成钢丝锈蚀和护套内有氧化物，钢束截面削弱超出规范范围；或热挤PE护套产生严重环状开裂或PE层断开，造成渗水，导致钢丝锈蚀超出规范范围,-
护套锈蚀,1,完好,-
护套锈蚀,2,护套表面发生轻微锈蚀，并且少部分氧化皮或油漆层已经剥落,-
护套锈蚀,3,护套表面部分发生锈蚀，并且部分氧化皮或油漆层已经剥落,-
护套锈蚀,4,护套表面发生锈蚀，有大量点蚀现象，氧化皮或油漆层因锈蚀而部分剥落或者可以刮除,-
护套防护层破损,1,完好,-
护套防护层破损,2,个别防护层轻微老化或破损,-
护套防护层破损,3,个别防护层老化、破损、松动,-
护套防护层破损,4,部分防护层老化、破损、裂纹或积水，造成局部渗水或锈蚀；个别护筒甚至脱落,-
护套上端浆液离析,1,完好,-
护套上端浆液离析,2,-,-
护套上端浆液离析,3,局部离析,-
护套上端浆液离析,4,局部离析，浆液有流动性,-
护套渗水,1,完好,-
护套渗水,2,个别护套轻微渗水,-
护套渗水,3,个别护套明显渗水；个别渗水处伴有锈蚀,-
护套渗水,4,多处护套明显渗水，渗水处伴有锈蚀,-
锚杯积水,1,完好，锚杯无积水,-
锚杯积水,2,锚杯积水较少，空气湿度较大,-
锚杯积水,3,锚杯积水严重，空气湿度很大,-
锚具内潮湿,1,完好，空气干燥,-
锚具内潮湿,2,锚具内有少量水汽，空气较潮湿,湿度≤40%
锚具内潮湿,3,锚具内水汽较多，空气潮湿，锚具锈蚀,湿度＞40%且≤50%
锚具内潮湿,4,锚具内空气潮湿，造成锚具严重锈蚀,湿度＞50%
防锈油结块,1,防锈油无结块,-
防锈油结块,2,防锈油有少量结块,-
防锈油结块,3,防锈油结块面积较大,-
锚具锈蚀,1,完好,-
锚具锈蚀,2,个别锚具轻微锈蚀,-
锚具锈蚀,3,部分锚具锈蚀、疲劳或损坏等，个别处有少量点蚀现象，氧化皮或油漆层因锈蚀而部分剥落或者可以刮除,-
锚具锈蚀,4,锚具锈蚀、疲劳或损坏等严重，防护普遍开裂，并大量脱落，表面普遍有点蚀现象，氧化皮或油漆层因锈蚀而全面剥离,-
减震装置损坏,1,完好,-
减震装置损坏,2,减震装置极个别处轻微损坏,-
减震装置损坏,3,减震装置出现较多处损坏，部分功能失效,-
