索塔倾斜变形,1,完好,-
索塔倾斜变形,2,-,-
索塔倾斜变形,3,有倾斜变形现象或存在扭转现象，但较轻微，不影响结构安全,-
索塔倾斜变形,4,有较大倾斜变形或存在明显扭转，造成安全隐患,-
索塔倾斜变形,5,索塔出现严重倾斜变形，塔根明显裂缝，塔顶偏移超过限值，严重影响结构安全,-
索塔蜂窝、麻面,1,完好,-
索塔蜂窝、麻面,2,局部蜂窝麻面,累计面积≤构件面积的20%，单处面积≤3.0m^2
索塔蜂窝、麻面,3,大面积蜂窝麻面,累计面积＞构件面积的20%，单处面积＞3.0m^2
索塔剥落、露筋,1,完好,-
索塔剥落、露筋,2,局部混凝土剥落或露筋,累计面积≤构件面积的3%，单处面积≤0.5m^2
索塔剥落、露筋,3,较大范围混凝土剥落或露筋,累计面积＞构件面积的3%且≤构件面积的10%，单处面积＞0.5m^2
索塔剥落、露筋,4,大范围混凝土剥落或露筋,累计面积＞构件面积的10%，单处面积＞0.5m^2
索塔钢筋锈蚀,1,完好，无锈蚀现象,钢筋锈蚀电位水平≤0mV且≥-200mV；或电阻率＞20000Ω*cm
索塔钢筋锈蚀,2,有锈蚀现象，混凝土表面有沿钢筋的裂缝或混凝土表面有锈迹,钢筋锈蚀电位水平＜-200mV且≥-400mV；或电阻率≥10000Ω*cm且≤20000Ω*cm
索塔钢筋锈蚀,3,钢筋锈蚀，主筋锈蚀或混凝土表面保护层剥落,钢筋锈蚀电位水平＜-400mV且≥-500mV；或电阻率≥5000Ω*cm且＜10000Ω*cm
索塔钢筋锈蚀,4,钢筋严重锈蚀，混凝土表面开裂严重,钢筋锈蚀电位水平为＜-500mV；或电阻率＜5000Ω*cm
索塔混凝土裂缝,1,完好，无裂缝,-
索塔混凝土裂缝,2,网状裂缝：局部网状裂缝；其他裂缝：有少量裂缝.缝宽未超限,网状裂缝：累计面积≤构件面积的20%，单处面积≤1.0m；其他裂缝：缝长≤截面尺寸的1/3
索塔混凝土裂缝,3,网状裂缝：局部网状裂缝；其他裂缝：有大量裂缝，缝宽未超限,网状裂缝：累计面积＞构件面积的20%，单处面积＞1.0m^2；其他裂缝：缝长＞截面尺寸的1/3且≤截面尺寸的2/3间距≥20cm
索塔混凝土裂缝,4,有大量裂缝，裂缝缝宽超限,缝宽＞限值，缝长＞截面尺寸的2/3.间距＜20cm
索塔沉降,1,完好,-
索塔沉降,2,索塔有轻微沉降，但沉降稳定,-
索塔沉降,3,索塔有小幅度沉降，但沉降稳定,-
索塔沉降,4,索塔沉降较大，但沉降稳定,-
索塔沉降,5,索塔或索塔基础出现严重不均匀沉降或位移，影响结构安全,-
