渗水,1,完好,-
渗水,2,有轻微渗水现象,-
渗水,3,个别构件防水渗透装置损坏，有明显渗水现象，并有锈蚀,-
渗水,4,构件防水渗透装置损坏，多处构件有明显渗水现象并伴有较严重锈蚀现象,-
锈蚀,1,完好,-
锈蚀,2,构件表面有少量油脂和污垢，且没有附着不牢的氧化皮、铁锈和油漆层,锈蚀累计面积≤构件面积的3%
锈蚀,3,构件表面发生锈蚀，且部分氧化皮或油漆层已经剥落,锈蚀累计面积＞构件面积的3%且≤构件面积的10%
锈蚀,4,构件表面有大量点蚀现象，氧化皮或油漆层因锈蚀而部分剥落或者可以刮除，出现锈蚀成洞现象,锈蚀累计面积＞构件面积的10%，有2个以内的锈蚀孔洞
锈蚀,5,构件表面有严重点蚀现象，氧化皮或油漆层因锈蚀而全面剥离，较多部位被锈蚀成洞，影响结构安全,锈蚀累计面积＞构件面积的10%，有2个以上的锈蚀孔洞
锚头损坏,1,完好,-
锚头损坏,2,个别锚头出现轻微破损现象,-
锚头损坏,3,个别锚头出现破损、松动现象,-
锚头损坏,4,多数锚头出现破损、松动或裂缝现象,-
橡胶老化变质,1,完好,-
橡胶老化变质,2,吊索端部及减振器部位橡胶轻微老化，表面有脏污，或减振措施有极个别处表面轻微损坏,-
橡胶老化变质,3,吊索端部及减振器部位橡胶老化变形，或减振措施较多处出现松动或损坏,-
橡胶老化变质,4,吊索端部及减振器部位橡胶老化变形，并有破裂渗水现象，或减振措施出现大量损坏，失去效用,-
防护套损坏,1,完好,-
防护套损坏,2,个别防护套以及连接处有轻微松动现象，或防护套油漆变色、轻微损坏、裂纹、起皮、剥落,防护套油漆失效面积≤构件面积的10%
防护套损坏,3,较多防护套以及连接处有松动或套管顶未密封，或防护套较大范围涂层有较严重损坏、裂纹、起皮、剥落,防护套油漆累计失效面积＞构件面积的10%且≤构件面积的20%
防护套损坏,4,大量防护套以及连接处有松动或套管顶未密封，造成渗水现象，或防护套大范围涂层有严重损坏、裂纹、起皮、剥落,防护套油漆累计失效面积＞构件面积的20%
吊杆的防护层破坏,1,完好,-
吊杆的防护层破坏,2,个别吊杆防护层存在轻微老化或破损现象,-
吊杆的防护层破坏,3,较多吊杆防护层存在老化、破损、裂纹现象,-
吊杆的防护层破坏,4,大量吊杆防护层严重老化、破损、裂纹、积水，造成吊杆锈蚀严重,-
断丝,1,完好,-
断丝,2,极个别吊杆钢丝有少量疲劳现象，无断裂情况，满足设计要求,-
断丝,3,个别吊杆有钢丝锈蚀、损坏现象，无断裂现象,-
断丝,4,部分吊杆钢丝锈蚀或损坏较严重，个别有断裂现象,-
断丝,5,部分吊杆钢丝严重锈蚀、断裂或损坏，或造成梁体严重变形,-
蜂窝,1,完好，无蜂窝麻面,-
蜂窝,2,较大面积蜂窝麻面,累计面积≤构件面积的50%
蜂窝,3,大面积蜂窝麻面,累计面积＞构件面积的50%
麻面,1,完好，无蜂窝麻面,-
麻面,2,较大面积蜂窝麻面,累计面积≤构件面积的50%
麻面,3,大面积蜂窝麻面,累计面积＞构件面积的50%
剥落,1,完好，无剥落、掉角,-
剥落,2,局部混凝土剥落或掉角,累计面积≤构件面积的5%，或单处面积≤0.5m^2
剥落,3,较大范围混凝土剥落或掉角,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
剥落,4,大范围混凝土剥落或掉角,累计面积≥构件面积的10%，或单处面积≥1.0m^2
掉角,1,完好，无剥落、掉角,-
掉角,2,局部混凝土剥落或掉角,累计面积≤构件面积的5%，或单处面积≤0.5m^2
掉角,3,较大范围混凝土剥落或掉角,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
掉角,4,大范围混凝土剥落或掉角,累计面积≥构件面积的10%，或单处面积≥1.0m^2
空洞,1,完好，无空洞、孔洞,-
空洞,2,局部混凝土空洞、孔洞,累计面积≤构件面积的5%，或单处面积≤0.5m^2
空洞,3,较大范围混凝土空洞、孔洞,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
空洞,4,大范围混凝土空洞、孔洞,累计面积≥构件面积的10%，或单处面积≥1.0m^2
孔洞,1,完好，无空洞、孔洞,-
孔洞,2,局部混凝土空洞、孔洞,累计面积≤构件面积的5%，或单处面积≤0.5m^2
孔洞,3,较大范围混凝土空洞、孔洞,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
孔洞,4,大范围混凝土空洞、孔洞,累计面积≥构件面积的10%，或单处面积≥1.0m^2
