照明损坏,1,完好,-
照明损坏,2,个别设施松动、锈蚀、损坏，或出现污损标志不清现象,-
照明损坏,3,多处设施松动、锈蚀、损坏，或出现污损标志不清现象,-
照明损坏,4,大部分设施松动、锈蚀、损坏，危及行车安全,-
标志损坏,1,完好,-
标志损坏,2,个别设施松动、锈蚀、损坏，或出现污损标志不清现象,-
标志损坏,3,多处设施松动、锈蚀、损坏，或出现污损标志不清现象,-
标志损坏,4,大部分设施松动、锈蚀、损坏，危及行车安全,-
标志污损,1,完好,-
标志污损,2,个别设施松动、锈蚀、损坏，或出现污损标志不清现象,-
标志污损,3,多处设施松动、锈蚀、损坏，或出现污损标志不清现象,-
标志污损,4,大部分设施松动、锈蚀、损坏，危及行车安全,-
照明设施缺失,1,完好,-
照明设施缺失,2,少量照明设施缺失,数量≤10%
照明设施缺失,3,较多照明设施缺失,数量＞10%且≤20%
照明设施缺失,4,大量照明设施缺失，危及行车安全,数量＞20%
标志脱落、缺失,1,完好,-
标志脱落、缺失,2,个别标志脱落、缺失，或需要标志的位置没有相应标志,-
标志脱落、缺失,3,多处标志脱落、缺失，或需要标志的位置没有相应标志,-
